Service #,Service Name,Fund #,Fund,Fund- # & Name,Dept #,Dept Name,SubDept#,SubDept Name,Service Area,Type,Acct #,Acct Name,Acct Cat,AU All,budgetType,Amount,Year,PerCapita
230010,Medicaid Administration,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,49468,Moses Cone Health System Refund,Other,230010-49468,adopted,-93996,2016,-0.181766849
230010,Medicaid Administration,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,49471,Partnership for Community Care Refund,Miscellaneous,230010-49471,adopted,-80004,2016,-0.1547095087
230010,Medicaid Administration,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,49499,Miscellaneous Refunds,Other,230010-49499,adopted,0,2016,0
230010,Medicaid Administration,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,49990,Miscellaneous,Other,230010-49990,adopted,-34944,2016,-0.06757373473
230025,Adult Day Care SSBG Funded,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44130,Adult Day Care,Federal & State Funds,230025-44130,adopted,-80436,2016,-0.1555448983
230025,Adult Day Care SSBG Funded,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44142,Social Services Block Grant,Federal & State Funds,230025-44142,adopted,-22188,2016,-0.04290653692
230025,Adult Day Care SSBG Funded,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44630,Adult Day Care,Federal & State Funds,230025-44630,adopted,-73308,2016,-0.1417609703
230025,Adult Day Care SSBG Funded,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,45308,Client Fees,User Charges,230025-45308,adopted,-504,2016,-0.000974621174
230030,Adult Services Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44142,Social Services Block Grant,Federal & State Funds,230030-44142,adopted,-1051080,2016,-2.032549253
230030,Adult Services Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44159,Medical Assistance Administration,Federal & State Funds,230030-44159,adopted,-71568,2016,-0.1383962067
230030,Adult Services Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44642,Social Service Administration,Federal & State Funds,230030-44642,adopted,-35772,2016,-0.06917489809
230030,Adult Services Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44659,Medical Assistance Admininstration,Federal & State Funds,230030-44659,adopted,-155587,2016,-0.3008698107
230030,Adult Services Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,45309,Patient Fees-Medicaid Maximize,User Charges,230030-45309,adopted,-50004,2016,-0.09669634362
230035,Services Support Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44142,Social Services Block Grant,Federal & State Funds,230035-44142,adopted,-147156,2016,-0.2845661776
230035,Services Support Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44162,Temporary Assitance for Needy Families,Federal & State Funds,230035-44162,adopted,-695004,2016,-1.343979394
230035,Services Support Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44163,IVE Foster Care,Federal & State Funds,230035-44163,adopted,-159996,2016,-0.3093958122
230035,Services Support Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44642,Social Service Administration,Federal & State Funds,230035-44642,adopted,-190791,2016,-0.3689463262
230045,In-Home Aide Servs SSBG Funded,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44142,Social Services Block Grant,Federal & State Funds,230045-44142,adopted,-59580,2016,-0.1152141459
230055,Child Subsidized Day Care Adm,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44161,Child Care & Development Fund,Federal & State Funds,230055-44161,adopted,-768708,2016,-1.486506138
230055,Child Subsidized Day Care Adm,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44664,Smart Start,Federal & State Funds,230055-44664,adopted,-105636,2016,-0.204275957
230065,LINKS Program,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44132,Independent Living,Federal & State Funds,230065-44132,adopted,-62544,2016,-0.1209458466
230065,LINKS Program,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44637,Independent Living,Federal & State Funds,230065-44637,adopted,-15636,2016,-0.03023646166
230070,LINKS Program Special Funds,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44132,Independent Living,Federal & State Funds,230070-44132,adopted,-39996,2016,-0.07734315174
230070,LINKS Program Special Funds,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44637,Independent Living,Federal & State Funds,230070-44637,adopted,-24996,2016,-0.04833656918
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44134,Special Permanency Planning,Federal & State Funds,230075-44134,adopted,-131592,2016,-0.2544689475
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44142,Social Services Block Grant,Federal & State Funds,230075-44142,adopted,-320004,2016,-0.6188148297
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44162,Temporary Assitance for Needy Families,Federal & State Funds,230075-44162,adopted,-2085000,2016,-4.031914976
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44163,IVE Foster Care,Federal & State Funds,230075-44163,adopted,-1517796,2016,-2.935071666
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44188,Adult Mental Health,Federal & State Funds,230075-44188,adopted,-24374,2016,-0.04713376289
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44642,Social Service Administration,Federal & State Funds,230075-44642,adopted,-630000,2016,-1.218276468
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44663,IVE Foster Care,Federal & State Funds,230075-44663,adopted,-220788,2016,-0.42695369
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,45308,Client Fees,User Charges,230075-45308,adopted,-50004,2016,-0.09669634362
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,45403,Service Fees,User Charges,230075-45403,adopted,-9300,2016,-0.01798408119
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,49499,Miscellaneous Refunds,Other,230075-49499,adopted,-77513,2016,-0.1498924823
230075,Fam & Children Srvs Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,49520,Other Private Sources,Other,230075-49520,adopted,-50004,2016,-0.09669634362
230085,Work First Employment Services,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44162,Temporary Assitance for Needy Families,Federal & State Funds,230085-44162,adopted,-725004,2016,-1.401992559
230085,Work First Employment Services,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44176,Mental Health Block Grant,Federal & State Funds,230085-44176,adopted,-63996,2016,-0.1237536838
230095,Work First Family Assistance,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44162,Temporary Assitance for Needy Families,Federal & State Funds,230095-44162,adopted,-235368,2016,-0.4551480883
230100,Food Stamp Administration,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44101,Dept.. of Agriculture Food Nutrition,Federal & State Funds,230100-44101,adopted,-2196120,2016,-4.24679574
230105,Economic Srvs Support Personnl,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44101,Dept.. of Agriculture Food Nutrition,Federal & State Funds,230105-44101,adopted,-1426116,2016,-2.757783433
230105,Economic Srvs Support Personnl,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44159,Medical Assistance Administration,Federal & State Funds,230105-44159,adopted,-1607400,2016,-3.108345387
230110,Program Integrity,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44101,Dept.. of Agriculture Food Nutrition,Federal & State Funds,230110-44101,adopted,-193164,2016,-0.3735351676
230110,Program Integrity,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44142,Social Services Block Grant,Federal & State Funds,230110-44142,adopted,-100704,2016,-0.1947385927
230110,Program Integrity,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44159,Medical Assistance Administration,Federal & State Funds,230110-44159,adopted,0,2016,0
230110,Program Integrity,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44601,Collection Incentive,Federal & State Funds,230110-44601,adopted,-76044,2016,-0.1470517709
230115,Generic Intake Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44101,Dept.. of Agriculture Food Nutrition,Federal & State Funds,230115-44101,adopted,-525000,2016,-1.01523039
230115,Generic Intake Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44140,Low Income Home Energy Block Grant,Federal & State Funds,230115-44140,adopted,-362004,2016,-0.7000332609
230115,Generic Intake Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44152,Refugee Assistance,Federal & State Funds,230115-44152,adopted,-4584,2016,-0.00886441163
230115,Generic Intake Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44159,Medical Assistance Administration,Federal & State Funds,230115-44159,adopted,-584004,2016,-1.129330683
230115,Generic Intake Personnel,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44162,Temporary Assitance for Needy Families,Federal & State Funds,230115-44162,adopted,-165000,2016,-0.3190724082
230120,Share The Warmth Funds,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44606,Share the Warmth,Federal & State Funds,230120-44606,adopted,-53808,2016,-0.104052413
230130,Fed Crisis Intervention Prog,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44141,Crisis Intervention Payments,Federal & State Funds,230130-44141,adopted,-2202780,2016,-4.259674662
230131,Low Income Home Energy Assistance  Program,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,44141,Crisis Intervention Payments,Federal & State Funds,230131-44141,adopted,-2202780,2016,-4.259674662
230145,Family to Family Anchor Site,100,General,100-General,230,Social Services,2,Administration,Human Services,Revenue,49520,Other Private Sources,Other,230145-49520,adopted,-120000,2016,-0.2320526605
230210,Adoption Subsidies,100,General,100-General,230,Social Services,20,Family Supportive Services,Human Services,Revenue,44143,Adoption Assistance,Federal & State Funds,230210-44143,adopted,-9996,2016,-0.01932998662
230210,Adoption Subsidies,100,General,100-General,230,Social Services,20,Family Supportive Services,Human Services,Revenue,44643,Adoption Assistance,Federal & State Funds,230210-44643,adopted,-24996,2016,-0.04833656918
230220,Subsidized Day Care - Children,100,General,100-General,230,Social Services,20,Family Supportive Services,Human Services,Revenue,44123,Job Training Partnership Act,Federal & State Funds,230220-44123,adopted,-99996,2016,-0.193369482
230220,Subsidized Day Care - Children,100,General,100-General,230,Social Services,20,Family Supportive Services,Human Services,Revenue,44161,Child Care & Development Fund,Federal & State Funds,230220-44161,adopted,-15997884,2016,-30.93626287
230220,Subsidized Day Care - Children,100,General,100-General,230,Social Services,20,Family Supportive Services,Human Services,Revenue,44661,Child Care & Development Fund,Federal & State Funds,230220-44661,adopted,-2451024,2016,-4.739722001
230220,Subsidized Day Care - Children,100,General,100-General,230,Social Services,20,Family Supportive Services,Human Services,Revenue,44664,Smart Start,Federal & State Funds,230220-44664,adopted,-1861140,2016,-3.599020738
230220,Subsidized Day Care - Children,100,General,100-General,230,Social Services,20,Family Supportive Services,Human Services,Revenue,49511,United Way,Other,230220-49511,adopted,-105996,2016,-0.204972115
230230,Foster Care Expenses,100,General,100-General,230,Social Services,20,Family Supportive Services,Human Services,Revenue,44159,Medical Assistance Administration,Federal & State Funds,230230-44159,adopted,0,2016,0
230230,Foster Care Expenses,100,General,100-General,230,Social Services,20,Family Supportive Services,Human Services,Revenue,44163,IVE Foster Care,Federal & State Funds,230230-44163,adopted,-1022988,2016,-1.978225725
